skinID,internalName,skinMaterialID
2231,Providence Raata Sunset,82
2232,Ark Raata Sunset,82
2233,Atron Valimor Legacy,83
2234,Imicus Valimor Legacy,83
2235,Incursus Valimor Legacy,83
2236,Maulus Valimor Legacy,83
2237,Navitas Valimor Legacy,83
2238,Tristan Valimor Legacy,83
2239,Enyo Valimor Legacy,83
2240,Ishkur Valimor Legacy,83
2241,Helios Valimor Legacy,83
2242,Nemesis Valimor Legacy,83
2243,Keres Valimor Legacy,83
2244,Ares Valimor Legacy,83
2245,Taranis Valimor Legacy,83
2246,Algos Valimor Legacy,83
2247,Catalyst Valimor Legacy,83
2248,Eris Valimor Legacy,83
2249,Celestis Valimor Legacy,83
2250,Exequror Valimor Legacy,83
2251,Thorax Valimor Legacy,83
2252,Vexor Valimor Legacy,83
2253,Deimos Valimor Legacy,83
2254,Ishtar Valimor Legacy,83
2255,Phobos Valimor Legacy,83
2256,Oneiros Valimor Legacy,83
2257,Arazu Valimor Legacy,83
2258,Lachesis Valimor Legacy,83
2259,Brutix Valimor Legacy,83
2260,Myrmidon Valimor Legacy,83
2261,Talos Valimor Legacy,83
2262,Astarte Valimor Legacy,83
2263,Eos Valimor Legacy,83
2264,Dominix Valimor Legacy,83
2265,Hyperion Valimor Legacy,83
2266,Megathron Valimor Legacy,83
2267,Sin Valimor Legacy,83
2268,Kronos Valimor Legacy,83
2269,Moros Valimor Legacy,83
2270,Thanatos Valimor Legacy,83
2271,Nyx Valimor Legacy,83
2272,Erebus Valimor Legacy,83
2273,Epithal Valimor Legacy,83
2274,Iteron Mark V Valimor Legacy,83
2275,Kryos Valimor Legacy,83
2276,Miasmos Valimor Legacy,83
2277,Nereus Valimor Legacy,83
2278,Viator Valimor Legacy,83
2279,Occator Valimor Legacy,83
2280,Obelisk Valimor Legacy,83
2281,Anshar Valimor Legacy,83
2283,Malediction EoM Serenity Only,38
2284,Zealot EoM Serenity Only,38
2285,Devoter EoM Serenity Only,38
2286,Sacrilege EoM Serenity Only,38
2287,Apocalypse Navy Issue EoM Serenity Only,38
2288,Heretic EoM Serenity Only,38
2289,Paladin EoM Serenity Only,38
2290,Augoror Navy Issue EoM Serenity Only,38
2291,Crow Wiyrkomi Serenity Only,12
2292,Cerberus Wiyrkomi Serenity Only,12
2293,Onyx Wiyrkomi Serenity Only,12
2294,Eagle Wiyrkomi Serenity Only,12
2295,Caracal Navy Issue Wiyrkomi Serenity Only,12
2296,Raven Navy Issue Wiyrkomi Serenity Only,12
2297,Flycatcher Wiyrkomi Serenity Only,12
2298,Golem Wiyrkomi Serenity Only,12
2299,Taranis Intaki Syndicate Serenity Only,16
2300,Ishtar Intaki Syndicate Serenity Only,16
2301,Phobos Intaki Syndicate Serenity Only,16
2302,Deimos Intaki Syndicate Serenity Only,16
2303,Megathron Navy Issue Intaki Syndicate Serenity Only,16
2304,Vexor Navy Issue Intaki Syndicate Serenity Only,16
2305,Eris Intaki Syndicate Serenity Only,16
2306,Kronos Intaki Syndicate Serenity Only,16
2307,Tornado Justice Serenity Only,20
2308,Stiletto Justice Serenity Only,20
2309,Vagabond Justice Serenity Only,20
2310,Broadsword Justice Serenity Only,20
2311,Muninn Justice Serenity Only,20
2312,Stabber Fleet Issue Justice Serenity Only,20
2313,Sabre Justice Serenity Only,20
2314,Typhoon Fleet Issue Justice Serenity Only,20
2315,Garmur Waschi Uprising 'Combat',84
2316,Orthrus Waschi Uprising 'Combat',84
2317,Barghest Waschi Uprising 'Combat',84
2318,Incursus Quafe Serenity Only,3
2319,Hyperion Quafe Serenity Only,3
2320,Thorax Quafe Serenity Only,3
2321,Garmur Waschi Uprising 'Parade',85
2322,Orthrus Waschi Uprising 'Parade',85
2323,Barghest Waschi Uprising 'Parade',85
2324,Bantam Wiyrkomi Serenity Only,12
2325,Condor Wiyrkomi Serenity Only,12
2326,Griffin Wiyrkomi Serenity Only,12
2327,Heron Wiyrkomi Serenity Only,12
2328,Moa Wiyrkomi Serenity Only,12
2329,Blackbird Wiyrkomi Serenity Only,12
2330,Scorpion Wiyrkomi Serenity Only,12
2331,Badger Wiyrkomi Serenity Only,12
2332,Leviathan Wiyrkomi Serenity Only,12
2333,Raptor Wiyrkomi Serenity Only,12
2334,Buzzard Wiyrkomi Serenity Only,12
2335,Kitsune Wiyrkomi Serenity Only,12
2336,Hawk Wiyrkomi Serenity Only,12
2337,Harpy Wiyrkomi Serenity Only,12
2338,Falcon Wiyrkomi Serenity Only,12
2339,Rook Wiyrkomi Serenity Only,12
2340,Basilisk Wiyrkomi Serenity Only,12
2341,Manticore Wiyrkomi Serenity Only,12
2342,Crane Wiyrkomi Serenity Only,12
2343,Bustard Wiyrkomi Serenity Only,12
2344,Ferox Wiyrkomi Serenity Only,12
2345,Cormorant Wiyrkomi Serenity Only,12
2346,Caldari Navy Hookbill Wiyrkomi Serenity Only,12
2347,Widow Wiyrkomi Serenity Only,12
2348,Vulture Wiyrkomi Serenity Only,12
2349,Nighthawk Wiyrkomi Serenity Only,12
2350,Chimera Wiyrkomi Serenity Only,12
2351,Drake Wiyrkomi Serenity Only,12
2352,Rhea Wiyrkomi Serenity Only,12
2353,Osprey Navy Issue Wiyrkomi Serenity Only,12
2354,Scorpion Navy Issue Wiyrkomi Serenity Only,12
2355,Corax Wiyrkomi Serenity Only,12
2356,Drake Navy Issue Wiyrkomi Serenity Only,12
2357,Thorax Nova Serenity Only,87
2358,Deimos Nova Serenity Only,87
2359,Phobos Nova Serenity Only,87
2360,Vigilant Nova Serenity Only,87
2361,Nightmare Nova Serenity Only,88
2362,Barghest Nova Serenity Only,89
2363,Typhoon Nova Serenity Only,90
2364,Typhoon Fleet Issue Nova Serenity Only,90
2365,Panther Nova Serenity Only,90
2366,Rifter Nova Serenity Only,90
2367,Wolf Nova Serenity Only,91
2368,Jaguar Nova Serenity Only,91
2369,Tristan Intaki Syndicate Serenity Only,16
2370,Incursus Intaki Syndicate Serenity Only,16
2371,Thorax Intaki Syndicate Serenity Only,16
2372,Nereus Intaki Syndicate Serenity Only,16
2373,Kryos Intaki Syndicate Serenity Only,16
2374,Epithal Intaki Syndicate Serenity Only,16
2375,Miasmos Intaki Syndicate Serenity Only,16
2376,Iteron Mark V Intaki Syndicate Serenity Only,16
2377,Erebus Intaki Syndicate Serenity Only,16
2378,Talos Intaki Syndicate Serenity Only,16
2379,Helios Intaki Syndicate Serenity Only,16
2380,Keres Intaki Syndicate Serenity Only,16
2381,Ares Intaki Syndicate Serenity Only,16
2382,Nemesis Intaki Syndicate Serenity Only,16
2383,Arazu Intaki Syndicate Serenity Only,16
2384,Lachesis Intaki Syndicate Serenity Only,16
2385,Oneiros Intaki Syndicate Serenity Only,16
2386,Ishkur Intaki Syndicate Serenity Only,16
2387,Enyo Intaki Syndicate Serenity Only,16
2388,Viator Intaki Syndicate Serenity Only,16
2389,Occator Intaki Syndicate Serenity Only,16
2390,Federation Navy Comet Intaki Syndicate Serenity Only,16
2391,Moros Intaki Syndicate Serenity Only,16
2392,Obelisk Intaki Syndicate Serenity Only,16
2393,Sin Intaki Syndicate Serenity Only,16
2394,Eos Intaki Syndicate Serenity Only,16
2395,Astarte Intaki Syndicate Serenity Only,16
2396,Thanatos Intaki Syndicate Serenity Only,16
2397,Nyx Intaki Syndicate Serenity Only,16
2398,Hyperion Intaki Syndicate Serenity Only,16
2399,Anshar Intaki Syndicate Serenity Only,16
2400,Exequror Navy Issue Intaki Syndicate Serenity Only,16
2401,Dominix Navy Issue Intaki Syndicate Serenity Only,16
2402,Brutix Navy Issue Intaki Syndicate Serenity Only,16
2403,Brutix Roden Serenity Only,19
2404,Breacher Justice Serenity Only,20
2405,Burst Justice Serenity Only,20
2406,Probe Justice Serenity Only,20
2407,Rifter Justice Serenity Only,20
2408,Slasher Justice Serenity Only,20
2409,Vigil Justice Serenity Only,20
2410,Jaguar Justice Serenity Only,20
2411,Wolf Justice Serenity Only,20
2412,Cheetah Justice Serenity Only,20
2413,Hound Justice Serenity Only,20
2414,Hyena Justice Serenity Only,20
2415,Claw Justice Serenity Only,20
2416,Republic Fleet Firetail Justice Serenity Only,20
2417,Talwar Justice Serenity Only,20
2418,Thrasher Justice Serenity Only,20
2419,Bellicose Justice Serenity Only,20
2420,Rupture Justice Serenity Only,20
2421,Scythe Justice Serenity Only,20
2422,Stabber Justice Serenity Only,20
2423,Scimitar Justice Serenity Only,20
2424,Huginn Justice Serenity Only,20
2425,Rapier Justice Serenity Only,20
2426,Scythe Fleet Issue Justice Serenity Only,20
2427,Cyclone Justice Serenity Only,20
2428,Hurricane Justice Serenity Only,20
2429,Claymore Justice Serenity Only,20
2430,Sleipnir Justice Serenity Only,20
2431,Hurricane Fleet Issue Justice Serenity Only,20
2432,Maelstrom Justice Serenity Only,20
2433,Typhoon Justice Serenity Only,20
2434,Panther Justice Serenity Only,20
2435,Tempest Fleet Issue Justice Serenity Only,20
2436,Nidhoggur Justice Serenity Only,20
2437,Hel Justice Serenity Only,20
2438,Ragnarok Justice Serenity Only,20
2439,Hoarder Justice Serenity Only,20
2440,Mammoth Justice Serenity Only,20
2441,Wreathe Justice Serenity Only,20
2442,Prowler Justice Serenity Only,20
2443,Mastodon Justice Serenity Only,20
2444,Fenrir Justice Serenity Only,20
2445,Nomad Justice Serenity Only,20
2446,Abaddon Blood Raiders Serenity Only,25
2447,Executioner Blood Raiders Serenity Only,25
2448,Harbinger Blood Raiders Serenity Only,25
2449,Omen Blood Raiders Serenity Only,25
2450,Crucifier EoM Serenity Only,38
2451,Executioner EoM Serenity Only,38
2452,Inquisitor EoM Serenity Only,38
2453,Magnate EoM Serenity Only,38
2454,Punisher EoM Serenity Only,38
2455,Tormentor EoM Serenity Only,38
2456,Retribution EoM Serenity Only,38
2457,Vengeance EoM Serenity Only,38
2458,Anathema EoM Serenity Only,38
2459,Purifier EoM Serenity Only,38
2460,Sentinel EoM Serenity Only,38
2461,Crusader EoM Serenity Only,38
2462,Imperial Navy Slicer EoM Serenity Only,38
2463,Coercer EoM Serenity Only,38
2464,Dragoon EoM Serenity Only,38
2465,Arbitrator EoM Serenity Only,38
2466,Augoror EoM Serenity Only,38
2467,Maller EoM Serenity Only,38
2468,Omen EoM Serenity Only,38
2469,Guardian EoM Serenity Only,38
2470,Curse EoM Serenity Only,38
2471,Pilgrim EoM Serenity Only,38
2472,Omen Navy Issue EoM Serenity Only,38
2473,Harbinger EoM Serenity Only,38
2474,Oracle EoM Serenity Only,38
2475,Prophecy EoM Serenity Only,38
2476,Absolution EoM Serenity Only,38
2477,Damnation EoM Serenity Only,38
2478,Harbinger Navy Issue EoM Serenity Only,38
2479,Abaddon EoM Serenity Only,38
2480,Apocalypse EoM Serenity Only,38
2481,Armageddon EoM Serenity Only,38
2482,Redeemer EoM Serenity Only,38
2483,Armageddon Navy Issue EoM Serenity Only,38
2484,Revelation EoM Serenity Only,38
2485,Archon EoM Serenity Only,38
2486,Aeon EoM Serenity Only,38
2487,Avatar EoM Serenity Only,38
2488,Bestower EoM Serenity Only,38
2489,Sigil EoM Serenity Only,38
2490,Prorator EoM Serenity Only,38
2491,Impel EoM Serenity Only,38
2492,Providence EoM Serenity Only,38
2493,Ark EoM Serenity Only,38
2494,Nyx Umbral Serenity Only,60
2495,Bantam Raata Sunset Serenity Only,67
2496,Condor Raata Sunset Serenity Only,67
2497,Griffin Raata Sunset Serenity Only,67
2498,Heron Raata Sunset Serenity Only,67
2499,Kestrel Raata Sunset Serenity Only,67
2500,Merlin Raata Sunset Serenity Only,67
2501,Harpy Raata Sunset Serenity Only,67
2502,Hawk Raata Sunset Serenity Only,67
2503,Buzzard Raata Sunset Serenity Only,67
2504,Manticore Raata Sunset Serenity Only,67
2505,Kitsune Raata Sunset Serenity Only,67
2506,Crow Raata Sunset Serenity Only,67
2507,Raptor Raata Sunset Serenity Only,67
2508,Corax Raata Sunset Serenity Only,67
2509,Cormorant Raata Sunset Serenity Only,67
2510,Flycatcher Raata Sunset Serenity Only,67
2511,Blackbird Raata Sunset Serenity Only,67
2512,Caracal Raata Sunset Serenity Only,67
2513,Moa Raata Sunset Serenity Only,67
2514,Osprey Raata Sunset Serenity Only,67
2515,Cerberus Raata Sunset Serenity Only,67
2516,Eagle Raata Sunset Serenity Only,67
2517,Onyx Raata Sunset Serenity Only,67
2518,Basilisk Raata Sunset Serenity Only,67
2519,Falcon Raata Sunset Serenity Only,67
2520,Rook Raata Sunset Serenity Only,67
2521,Drake Raata Sunset Serenity Only,67
2522,Ferox Raata Sunset Serenity Only,67
2523,Naga Raata Sunset Serenity Only,67
2524,Nighthawk Raata Sunset Serenity Only,67
2525,Vulture Raata Sunset Serenity Only,67
2526,Raven Raata Sunset Serenity Only,67
2527,Rokh Raata Sunset Serenity Only,67
2528,Scorpion Raata Sunset Serenity Only,67
2529,Widow Raata Sunset Serenity Only,67
2530,Golem Raata Sunset Serenity Only,67
2531,Phoenix Raata Sunset Serenity Only,67
2532,Chimera Raata Sunset Serenity Only,67
2533,Wyvern Raata Sunset Serenity Only,67
2534,Leviathan Raata Sunset Serenity Only,67
2535,Badger Raata Sunset Serenity Only,67
2536,Tayra Raata Sunset Serenity Only,67
2537,Crane Raata Sunset Serenity Only,67
2538,Bustard Raata Sunset Serenity Only,67
2539,Charon Raata Sunset Serenity Only,67
2540,Rhea Raata Sunset Serenity Only,67
2541,Crucifier Raata Sunset Serenity Only,82
2542,Executioner Raata Sunset Serenity Only,82
2543,Inquisitor Raata Sunset Serenity Only,82
2544,Magnate Raata Sunset Serenity Only,82
2545,Punisher Raata Sunset Serenity Only,82
2546,Tormentor Raata Sunset Serenity Only,82
2547,Retribution Raata Sunset Serenity Only,82
2548,Vengeance Raata Sunset Serenity Only,82
2549,Anathema Raata Sunset Serenity Only,82
2550,Purifier Raata Sunset Serenity Only,82
2551,Sentinel Raata Sunset Serenity Only,82
2552,Crusader Raata Sunset Serenity Only,82
2553,Malediction Raata Sunset Serenity Only,82
2554,Coercer Raata Sunset Serenity Only,82
2555,Dragoon Raata Sunset Serenity Only,82
2556,Heretic Raata Sunset Serenity Only,82
2557,Arbitrator Raata Sunset Serenity Only,82
2558,Augoror Raata Sunset Serenity Only,82
2559,Maller Raata Sunset Serenity Only,82
2560,Omen Raata Sunset Serenity Only,82
2561,Sacrilege Raata Sunset Serenity Only,82
2562,Zealot Raata Sunset Serenity Only,82
2563,Devoter Raata Sunset Serenity Only,82
2564,Guardian Raata Sunset Serenity Only,82
2565,Curse Raata Sunset Serenity Only,82
2566,Pilgrim Raata Sunset Serenity Only,82
2567,Harbinger Raata Sunset Serenity Only,82
2568,Oracle Raata Sunset Serenity Only,82
2569,Prophecy Raata Sunset Serenity Only,82
2570,Absolution Raata Sunset Serenity Only,82
2571,Damnation Raata Sunset Serenity Only,82
2572,Abaddon Raata Sunset Serenity Only,82
2573,Apocalypse Raata Sunset Serenity Only,82
2574,Armageddon Raata Sunset Serenity Only,82
2575,Redeemer Raata Sunset Serenity Only,82
2576,Paladin Raata Sunset Serenity Only,82
2577,Revelation Raata Sunset Serenity Only,82
2578,Archon Raata Sunset Serenity Only,82
2579,Aeon Raata Sunset Serenity Only,82
2580,Avatar Raata Sunset Serenity Only,82
2581,Bestower Raata Sunset Serenity Only,82
2582,Sigil Raata Sunset Serenity Only,82
2583,Prorator Raata Sunset Serenity Only,82
2584,Impel Raata Sunset Serenity Only,82
2585,Providence Raata Sunset Serenity Only,82
2586,Ark Raata Sunset Serenity Only,82
2587,Bantam Blue Tiger Serenity Only,68
2588,Condor Blue Tiger Serenity Only,68
2589,Griffin Blue Tiger Serenity Only,68
2590,Heron Blue Tiger Serenity Only,68
2591,Kestrel Blue Tiger Serenity Only,68
2592,Merlin Blue Tiger Serenity Only,68
2593,Harpy Blue Tiger Serenity Only,68
2594,Hawk Blue Tiger Serenity Only,68
2595,Buzzard Blue Tiger Serenity Only,68
2596,Manticore Blue Tiger Serenity Only,68
2597,Kitsune Blue Tiger Serenity Only,68
2598,Crow Blue Tiger Serenity Only,68
2599,Raptor Blue Tiger Serenity Only,68
2600,Corax Blue Tiger Serenity Only,68
2601,Cormorant Blue Tiger Serenity Only,68
2602,Flycatcher Blue Tiger Serenity Only,68
2603,Blackbird Blue Tiger Serenity Only,68
2604,Caracal Blue Tiger Serenity Only,68
2605,Moa Blue Tiger Serenity Only,68
2606,Osprey Blue Tiger Serenity Only,68
2607,Cerberus Blue Tiger Serenity Only,68
2608,Eagle Blue Tiger Serenity Only,68
2609,Onyx Blue Tiger Serenity Only,68
2610,Basilisk Blue Tiger Serenity Only,68
2611,Falcon Blue Tiger Serenity Only,68
2612,Rook Blue Tiger Serenity Only,68
2613,Drake Blue Tiger Serenity Only,68
2614,Ferox Blue Tiger Serenity Only,68
2615,Naga Blue Tiger Serenity Only,68
2616,Nighthawk Blue Tiger Serenity Only,68
2617,Vulture Blue Tiger Serenity Only,68
2618,Raven Blue Tiger Serenity Only,68
2619,Rokh Blue Tiger Serenity Only,68
2620,Scorpion Blue Tiger Serenity Only,68
2621,Widow Blue Tiger Serenity Only,68
2622,Golem Blue Tiger Serenity Only,68
2623,Phoenix Blue Tiger Serenity Only,68
2624,Chimera Blue Tiger Serenity Only,68
2625,Wyvern Blue Tiger Serenity Only,68
2626,Leviathan Blue Tiger Serenity Only,68
2627,Badger Blue Tiger Serenity Only,68
2628,Tayra Blue Tiger Serenity Only,68
2629,Crane Blue Tiger Serenity Only,68
2630,Bustard Blue Tiger Serenity Only,68
2631,Charon Blue Tiger Serenity Only,68
2632,Rhea Blue Tiger Serenity Only,68
2633,Breacher Blue Tiger Serenity Only,70
2634,Burst Blue Tiger Serenity Only,70
2635,Probe Blue Tiger Serenity Only,70
2636,Rifter Blue Tiger Serenity Only,70
2637,Slasher Blue Tiger Serenity Only,70
2638,Vigil Blue Tiger Serenity Only,70
2639,Jaguar Blue Tiger Serenity Only,70
2640,Wolf Blue Tiger Serenity Only,70
2641,Cheetah Blue Tiger Serenity Only,70
2642,Hound Blue Tiger Serenity Only,70
2643,Hyena Blue Tiger Serenity Only,70
2644,Claw Blue Tiger Serenity Only,70
2645,Stiletto Blue Tiger Serenity Only,70
2646,Talwar Blue Tiger Serenity Only,70
2647,Thrasher Blue Tiger Serenity Only,70
2648,Sabre Blue Tiger Serenity Only,70
2649,Bellicose Blue Tiger Serenity Only,70
2650,Rupture Blue Tiger Serenity Only,70
2651,Scythe Blue Tiger Serenity Only,70
2652,Stabber Blue Tiger Serenity Only,70
2653,Muninn Blue Tiger Serenity Only,70
2654,Vagabond Blue Tiger Serenity Only,70
2655,Broadsword Blue Tiger Serenity Only,70
2656,Scimitar Blue Tiger Serenity Only,70
2657,Huginn Blue Tiger Serenity Only,70
2658,Rapier Blue Tiger Serenity Only,70
2659,Cyclone Blue Tiger Serenity Only,70
2660,Hurricane Blue Tiger Serenity Only,70
2661,Tornado Blue Tiger Serenity Only,70
2662,Claymore Blue Tiger Serenity Only,70
2663,Sleipnir Blue Tiger Serenity Only,70
2664,Maelstrom Blue Tiger Serenity Only,70
2665,Tempest Blue Tiger Serenity Only,70
2666,Typhoon Blue Tiger Serenity Only,70
2667,Panther Blue Tiger Serenity Only,70
2668,Vargur Blue Tiger Serenity Only,70
2669,Naglfar Blue Tiger Serenity Only,70
2670,Nidhoggur Blue Tiger Serenity Only,70
2671,Hel Blue Tiger Serenity Only,70
2672,Ragnarok Blue Tiger Serenity Only,70
2673,Hoarder Blue Tiger Serenity Only,70
2674,Mammoth Blue Tiger Serenity Only,70
2675,Wreathe Blue Tiger Serenity Only,70
2676,Prowler Blue Tiger Serenity Only,70
2677,Mastodon Blue Tiger Serenity Only,70
2678,Fenrir Blue Tiger Serenity Only,70
2679,Nomad Blue Tiger Serenity Only,70
2680,Breacher Valklear Glory Serenity Only,69
2681,Burst Valklear Glory Serenity Only,69
2682,Probe Valklear Glory Serenity Only,69
2683,Rifter Valklear Glory Serenity Only,69
2684,Slasher Valklear Glory Serenity Only,69
2685,Vigil Valklear Glory Serenity Only,69
2686,Jaguar Valklear Glory Serenity Only,69
2687,Wolf Valklear Glory Serenity Only,69
2688,Cheetah Valklear Glory Serenity Only,69
2689,Hound Valklear Glory Serenity Only,69
2690,Hyena Valklear Glory Serenity Only,69
2691,Claw Valklear Glory Serenity Only,69
2692,Stiletto Valklear Glory Serenity Only,69
2693,Talwar Valklear Glory Serenity Only,69
2694,Thrasher Valklear Glory Serenity Only,69
2695,Sabre Valklear Glory Serenity Only,69
2696,Bellicose Valklear Glory Serenity Only,69
2697,Rupture Valklear Glory Serenity Only,69
2698,Scythe Valklear Glory Serenity Only,69
2699,Stabber Valklear Glory Serenity Only,69
2700,Muninn Valklear Glory Serenity Only,69
2701,Vagabond Valklear Glory Serenity Only,69
2702,Broadsword Valklear Glory Serenity Only,69
2703,Scimitar Valklear Glory Serenity Only,69
2704,Huginn Valklear Glory Serenity Only,69
2705,Rapier Valklear Glory Serenity Only,69
2706,Cyclone Valklear Glory Serenity Only,69
2707,Hurricane Valklear Glory Serenity Only,69
2708,Tornado Valklear Glory Serenity Only,69
2709,Claymore Valklear Glory Serenity Only,69
2710,Sleipnir Valklear Glory Serenity Only,69
2711,Maelstrom Valklear Glory Serenity Only,69
2712,Tempest Valklear Glory Serenity Only,69
2713,Typhoon Valklear Glory Serenity Only,69
2714,Panther Valklear Glory Serenity Only,69
2715,Vargur Valklear Glory Serenity Only,69
2716,Naglfar Valklear Glory Serenity Only,69
2717,Nidhoggur Valklear Glory Serenity Only,69
2718,Hel Valklear Glory Serenity Only,69
2719,Ragnarok Valklear Glory Serenity Only,69
2720,Hoarder Valklear Glory Serenity Only,69
2721,Mammoth Valklear Glory Serenity Only,69
2722,Wreathe Valklear Glory Serenity Only,69
2723,Prowler Valklear Glory Serenity Only,69
2724,Mastodon Valklear Glory Serenity Only,69
2725,Fenrir Valklear Glory Serenity Only,69
2726,Nomad Valklear Glory Serenity Only,69
2727,Atron Valimor Legacy Serenity Only,83
2728,Imicus Valimor Legacy Serenity Only,83
2729,Incursus Valimor Legacy Serenity Only,83
2730,Maulus Valimor Legacy Serenity Only,83
2731,Navitas Valimor Legacy Serenity Only,83
2732,Tristan Valimor Legacy Serenity Only,83
2733,Enyo Valimor Legacy Serenity Only,83
2734,Ishkur Valimor Legacy Serenity Only,83
2735,Helios Valimor Legacy Serenity Only,83
2736,Nemesis Valimor Legacy Serenity Only,83
2737,Keres Valimor Legacy Serenity Only,83
2738,Ares Valimor Legacy Serenity Only,83
2739,Taranis Valimor Legacy Serenity Only,83
2740,Algos Valimor Legacy Serenity Only,83
2741,Catalyst Valimor Legacy Serenity Only,83
2742,Eris Valimor Legacy Serenity Only,83
2743,Celestis Valimor Legacy Serenity Only,83
2744,Exequror Valimor Legacy Serenity Only,83
2745,Thorax Valimor Legacy Serenity Only,83
2746,Vexor Valimor Legacy Serenity Only,83
2747,Deimos Valimor Legacy Serenity Only,83
2748,Ishtar Valimor Legacy Serenity Only,83
2749,Phobos Valimor Legacy Serenity Only,83
2750,Oneiros Valimor Legacy Serenity Only,83
2751,Arazu Valimor Legacy Serenity Only,83
2752,Lachesis Valimor Legacy Serenity Only,83
2753,Brutix Valimor Legacy Serenity Only,83
2754,Myrmidon Valimor Legacy Serenity Only,83
2755,Talos Valimor Legacy Serenity Only,83
2756,Astarte Valimor Legacy Serenity Only,83
2757,Eos Valimor Legacy Serenity Only,83
2758,Dominix Valimor Legacy Serenity Only,83
2759,Hyperion Valimor Legacy Serenity Only,83
2760,Megathron Valimor Legacy Serenity Only,83
2761,Sin Valimor Legacy Serenity Only,83
2762,Kronos Valimor Legacy Serenity Only,83
2763,Moros Valimor Legacy Serenity Only,83
2764,Thanatos Valimor Legacy Serenity Only,83
2765,Nyx Valimor Legacy Serenity Only,83
